fund_name,eom_date,instrument_type,symbol,security_name,fund_price,reference_price,reference_price_date,reference_source,staleness_days,price_difference,price_difference_pct,quantity,market_value,reference_available
Trustmind,2022-09-30,Equities,KEYS,FIN-Keysight,157.36,157.36,2022-09-30,equity,0,0.0,0.0,244433.9803957042,38464131.15506802,Yes
Trustmind,2022-09-30,Equities,LEN,FIN-Lennar,73.44,73.44,2022-09-30,equity,0,0.0,0.0,179838.38918753507,13207331.301932575,Yes
Trustmind,2022-09-30,Equities,LLY,FIN-Eli Lilly and Company,319.93,319.93,2022-09-30,equity,0,0.0,0.0,166068.54789786966,53130310.52896544,Yes
Trustmind,2022-09-30,Equities,MA,FIN-Mastercard,282.57,282.57,2022-09-30,equity,0,0.0,0.0,51266.293795138066,14486316.637692163,Yes
Trustmind,2022-09-30,Equities,MAR,FIN-Marriott International,138.68,138.68,2022-09-30,equity,0,0.0,0.0,212378.68184688795,29452675.598526422,Yes
Trustmind,2022-09-30,Equities,MO,FIN-Altria,37.94,37.94,2022-09-30,equity,0,0.0,0.0,86063.1574197373,3265236.192504833,Yes
Trustmind,2022-09-30,Equities,MPC,FIN-Marathon Petroleum,96.98,96.98,2022-09-30,equity,0,0.0,0.0,24535.12715862328,2379416.6318432856,Yes
Trustmind,2022-09-30,Equities,MPWR,FIN-Monolithic Power Systems,361.17,361.17,2022-09-30,equity,0,0.0,0.0,53470.90994153762,19312088.543585144,Yes
Trustmind,2022-09-30,Equities,MTD,FIN-Mettler Toledo,1084.12,1084.12,2022-09-30,equity,0,0.0,0.0,87243.60389112336,94582535.85044464,Yes
Trustmind,2022-09-30,Government Bond,NL0011819040,FIN-NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A,104.29,104.29,2022-09-26,bond,4,0.0,0.0,29381.77510979498,3064225.3262005188,Yes
Trustmind,2022-09-30,Equities,ON,FIN-ON Semiconductor,62.33,62.33,2022-09-30,equity,0,0.0,0.0,244680.55961531046,15250939.2808223,Yes
Trustmind,2022-09-30,Equities,PRU,FIN-Prudential Financial,81.4,81.4,2022-09-30,equity,0,0.0,0.0,148041.54524549007,12050581.782982891,Yes
Trustmind,2022-09-30,Government Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A,138.65,138.65,2022-09-26,bond,4,0.0,0.0,6166.988333371589,855052.9324219709,Yes
Trustmind,2022-09-30,Government Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,122.3,122.3,2022-09-26,bond,4,0.0,0.0,7893.7225895913325,965402.2727070199,Yes
Trustmind,2022-09-30,Equities,SJM,FIN-J.M. Smucker Company (The),133.67,133.67,2022-09-30,equity,0,0.0,0.0,93336.58465439113,12476301.270752462,Yes
Trustmind,2022-09-30,Equities,STZ,FIN-Constellation Brands,226.49,226.49,2022-09-30,equity,0,0.0,0.0,67366.84475186456,15257916.667849803,Yes
Trustmind,2022-09-30,Equities,TAP,FIN-Molson Coors Beverage Company,46.98,46.98,2022-09-30,equity,0,0.0,0.0,43861.08275013947,2060593.667601552,Yes
Trustmind,2022-09-30,Equities,TMO,FIN-Thermo Fisher Scientific,506.26,506.26,2022-09-30,equity,0,0.0,0.0,196168.77836668387,99312405.73591737,Yes
Trustmind,2022-09-30,Equities,TXN,FIN-Texas Instruments,150.25,150.25,2022-09-30,equity,0,0.0,0.0,126176.40096779418,18958004.245411076,Yes
Trustmind,2022-09-30,Equities,UAL,FIN-United Airlines Holdings,32.53,32.53,2022-09-30,equity,0,0.0,0.0,206919.6323415176,6731095.640069568,Yes
Trustmind,2022-09-30,Government Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,234.46,234.46,2022-09-26,bond,4,0.0,0.0,5840.805176999578,1369435.1817993212,Yes
Trustmind,2022-09-30,Government Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,161.35,161.35,2022-09-26,bond,4,0.0,0.0,7486.710663653617,1207980.7655805112,Yes
Trustmind,2022-09-30,Government Bond,US9128282L36,FIN-TSY INFL IX N/B 0.375% 07/15/2027,125.6,125.6,2022-09-26,bond,4,0.0,0.0,13428.894071548571,1686669.0953865005,Yes
Trustmind,2022-09-30,Government Bond,US9128285W63,FIN-TSY INFL IX N/B 0.875% 01/15/2029,126.75,126.75,2022-09-26,bond,4,0.0,0.0,12811.412182148782,1623846.4940873582,Yes
Trustmind,2022-09-30,CASH,USDCURR,FIN-CASH,,,,,,,,,105677034.10171475,No
Trustmind,2022-09-30,Equities,VICI,FIN-Vici Properties,28.78,28.78,2022-09-30,equity,0,0.0,0.0,174569.51081273737,5024110.521190582,Yes
Trustmind,2022-09-30,Equities,VMC,FIN-Vulcan Materials Company,156.34,156.34,2022-09-30,equity,0,0.0,0.0,209954.61844183545,32824305.047196556,Yes
Trustmind,2022-09-30,Equities,VZ,FIN-Verizon,35.53,35.53,2022-09-30,equity,0,0.0,0.0,184596.2135744063,6558703.468298657,Yes
Trustmind,2022-09-30,Equities,WHR,FIN-Whirlpool Corporation,128.1,128.1,2022-09-30,equity,0,0.0,0.0,123311.79368610732,15796240.771190347,Yes
Trustmind,2022-09-30,Equities,XYL,FIN-Xylem Inc.,86.57,86.57,2022-09-30,equity,0,0.0,0.0,86544.85281161699,7492187.907901682,Yes
Trustmind,2022-09-30,Equities,ZTS,FIN-Zoetis,146.99,146.99,2022-09-30,equity,0,0.0,0.0,198814.10332565062,29223685.047837388,Yes
Virtous,2022-09-30,Equities,ABBV,AbbVie,128.98,128.98,2022-09-30,equity,0,0.0,0.0,565.5234355610343,72941.2127186622,Yes
Virtous,2022-09-30,Equities,ADI,Analog Devices,137.42,137.42,2022-09-30,equity,0,0.0,0.0,2936.1786701222013,403489.67284819286,Yes
Virtous,2022-09-30,Equities,ADSK,Autodesk,186.8,186.8,2022-09-30,equity,0,0.0,0.0,263.5750617952355,49235.82154334999,Yes
Virtous,2022-09-30,Equities,AES,AES Corporation,22.0,22.0,2022-09-30,equity,0,0.0,0.0,4968.904586480031,109315.90090256068,Yes
Virtous,2022-09-30,Equities,ALL,Allstate,121.89,121.89,2022-09-30,equity,0,0.0,0.0,8786.19518068063,1070949.330573162,Yes
Virtous,2022-09-30,Equities,AON,Aon,265.87,265.87,2022-09-30,equity,0,0.0,0.0,4535.346381743414,1205812.5425141214,Yes
Virtous,2022-09-30,Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A,105.23,105.23,2022-09-26,bond,4,0.0,0.0,16223.073026778695,1707153.9746079221,Yes
Virtous,2022-09-30,Equities,AVB,AvalonBay Communities,178.92,178.92,2022-09-30,equity,0,0.0,0.0,2375.443260366601,425014.3081447922,Yes
Virtous,2022-09-30,Equities,BAC,Bank of America,29.59,29.59,2022-09-30,equity,0,0.0,0.0,1242.1027438930635,36753.82019179575,Yes
Virtous,2022-09-30,Equities,BALL,Ball Corporation,47.79,47.79,2022-09-30,equity,0,0.0,0.0,8869.279768677608,423862.8801451029,Yes
Virtous,2022-09-30,Equities,BLK,BlackRock,538.62,538.62,2022-09-30,equity,0,0.0,0.0,7985.926851077905,4301379.920527581,Yes
Virtous,2022-09-30,Equities,BMY,Bristol Myers Squibb,68.82,68.82,2022-09-30,equity,0,0.0,0.0,4043.607904676846,278281.0959998605,Yes
Virtous,2022-09-30,Equities,BXP,Boston Properties,71.25,71.25,2022-09-30,equity,0,0.0,0.0,3022.7448603886996,215370.57130269485,Yes
Virtous,2022-09-30,Government Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,158.64,158.64,2022-09-26,bond,4,0.0,0.0,2940.44584362373,466472.3286324685,Yes
Virtous,2022-09-30,Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,97.56,97.56,2022-09-26,bond,4,0.0,0.0,44313.28104593469,4323203.698841388,Yes
Virtous,2022-09-30,Equities,CAT,Caterpillar Inc.,160.54,160.54,2022-09-30,equity,0,0.0,0.0,9754.054285691709,1565915.8750249469,Yes
Virtous,2022-09-30,Government Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,101.7,101.7,2022-09-26,bond,4,0.0,0.0,19550.68178887962,1988304.3379290577,Yes
Virtous,2022-09-30,Equities,CSGP,CoStar Group,69.65,69.65,2022-09-30,equity,0,0.0,0.0,5231.2291673088985,364355.1115030648,Yes
Virtous,2022-09-30,Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,135.85,135.85,2022-09-26,bond,4,0.0,0.0,6837.072853586038,928816.3471596632,Yes
Virtous,2022-09-30,Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,121.32,121.32,2022-09-26,bond,4,0.0,0.0,4924.508811904595,597441.4090602654,Yes
Virtous,2022-09-30,Equities,DOV,Dover Corporation,115.34,115.34,2022-09-30,equity,0,0.0,0.0,2386.9312315602583,275308.6482481602,Yes
Virtous,2022-09-30,Equities,DVA,DaVita Inc.,82.77,82.77,2022-09-30,equity,0,0.0,0.0,804.8622017844319,66618.44444169743,Yes
Virtous,2022-09-30,Equities,ENPH,Enphase,277.47,277.47,2022-09-30,equity,0,0.0,0.0,5554.399519369711,1541179.2346395138,Yes
Virtous,2022-09-30,Government Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,153.41,153.41,2022-09-26,bond,4,0.0,0.0,15399.496376481766,2362436.7391160675,Yes
Virtous,2022-09-30,Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,109.12,109.12,2022-09-26,bond,4,0.0,0.0,21285.085203336617,2322628.497388092,Yes
Virtous,2022-09-30,Equities,FIS,FIS,73.73,73.73,2022-09-30,equity,0,0.0,0.0,8841.703372629816,651898.7896639963,Yes
Virtous,2022-09-30,Equities,FOXA,Fox Corporation (Class A),30.46,30.46,2022-09-30,equity,0,0.0,0.0,1703.6190704461546,51892.23688578987,Yes
Virtous,2022-09-30,Government Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,132.21,132.21,2022-09-26,bond,4,0.0,0.0,4234.85719862298,559890.4702299442,Yes
Virtous,2022-09-30,Government Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,164.97,164.97,2022-09-26,bond,4,0.0,0.0,6109.411785629928,1007869.6622753693,Yes
Virtous,2022-09-30,Government Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,187.11,187.11,2022-09-26,bond,4,0.0,0.0,4243.080047565017,793922.7076998904,Yes
Virtous,2022-09-30,Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,146.46,146.46,2022-09-26,bond,4,0.0,0.0,10433.855893377884,1528142.534144125,Yes
Virtous,2022-09-30,Equities,GD,General Dynamics,207.38,207.38,2022-09-30,equity,0,0.0,0.0,6801.573292655335,1410510.2694308632,Yes
Virtous,2022-09-30,Equities,GNRC,Generac,178.14,178.14,2022-09-30,equity,0,0.0,0.0,5870.988392660168,1045857.8722684822,Yes
Virtous,2022-09-30,Equities,GPN,Global Payments,107.24,107.24,2022-09-30,equity,0,0.0,0.0,9672.032606516143,1037228.776722791,Yes
Virtous,2022-09-30,Government Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,184.71,184.71,2022-09-26,bond,4,0.0,0.0,6341.501822005818,1171338.8015426947,Yes
Virtous,2022-09-30,Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,120.45,120.45,2022-09-26,bond,4,0.0,0.0,21158.38583295953,2548527.5735799754,Yes
Virtous,2022-09-30,Equities,KR,Kroger,42.78,42.78,2022-09-30,equity,0,0.0,0.0,3765.4614488840407,161086.44078325926,Yes
Virtous,2022-09-30,Equities,MA,Mastercard,282.57,282.57,2022-09-30,equity,0,0.0,0.0,449.1859260768283,126926.46713152937,Yes
Virtous,2022-09-30,Equities,MAR,Marriott International,138.68,138.68,2022-09-30,equity,0,0.0,0.0,33.187106699522445,4602.3879570897725,Yes
Virtous,2022-09-30,Equities,MCHP,Microchip Technology,59.9,59.9,2022-09-30,equity,0,0.0,0.0,1705.7086899557428,102171.95052834899,Yes
Virtous,2022-09-30,Equities,MOS,Mosaic Company (The),47.47,47.47,2022-09-30,equity,0,0.0,0.0,839.5498856435958,39853.43307150149,Yes
Virtous,2022-09-30,Equities,MPC,Marathon Petroleum,96.98,96.98,2022-09-30,equity,0,0.0,0.0,3746.5067900254144,363336.2284966647,Yes
Virtous,2022-09-30,Equities,MSCI,MSCI,417.37,417.37,2022-09-30,equity,0,0.0,0.0,4597.57755425652,1918890.9438200437,Yes
Virtous,2022-09-30,Equities,NDSN,Nordson Corporation,209.87,209.87,2022-09-30,equity,0,0.0,0.0,4781.898448699122,1003577.0274284848,Yes
Virtous,2022-09-30,Equities,NI,NiSource,24.29,24.29,2022-09-30,equity,0,0.0,0.0,6907.906954408599,167793.05992258486,Yes
Virtous,2022-09-30,Equities,NTAP,NetApp,60.02,60.02,2022-09-30,equity,0,0.0,0.0,1754.0759774390924,105279.64016589434,Yes
Virtous,2022-09-30,Equities,NUE,Nucor,105.88,105.88,2022-09-30,equity,0,0.0,0.0,7241.522113277968,766732.3613538712,Yes
Virtous,2022-09-30,Equities,NVDA,Nvidia,121.33,121.33,2022-09-30,equity,0,0.0,0.0,1326.6944905284552,160967.84253581747,Yes
Virtous,2022-09-30,Equities,O,Realty Income,55.89,55.89,2022-09-30,equity,0,0.0,0.0,9295.200167301227,519508.7373504656,Yes
Virtous,2022-09-30,Equities,PHM,PulteGroup,37.18,37.18,2022-09-30,equity,0,0.0,0.0,3253.5540301257156,120967.1388400741,Yes
Virtous,2022-09-30,Equities,SNA,Snap-on,196.2,196.2,2022-09-30,equity,0,0.0,0.0,8946.204092545535,1755245.242957434,Yes
Virtous,2022-09-30,Equities,SO,Southern Company,65.29,65.29,2022-09-30,equity,0,0.0,0.0,3514.753178084852,229478.23499716,Yes
Virtous,2022-09-30,Equities,TAP,Molson Coors Beverage Company,46.98,46.98,2022-09-30,equity,0,0.0,0.0,9130.478916636745,428949.8995035942,Yes
Virtous,2022-09-30,Equities,TDG,TransDigm Group,524.82,524.82,2022-09-30,equity,0,0.0,0.0,7661.05847749434,4020676.71015858,Yes
Virtous,2022-09-30,Equities,TDY,Teledyne Technologies,337.47,337.47,2022-09-30,equity,0,0.0,0.0,1406.6693298064415,474708.69872977986,Yes
Virtous,2022-09-30,Equities,TEL,TE Connectivity,108.38,108.38,2022-09-30,equity,0,0.0,0.0,1677.773603314965,181837.10312727588,Yes
Virtous,2022-09-30,Equities,TFX,Teleflex,200.28,200.28,2022-09-30,equity,0,0.0,0.0,9526.295631364754,1907926.489049733,Yes
Virtous,2022-09-30,Equities,TRV,Travelers Companies (The),150.78,150.78,2022-09-30,equity,0,0.0,0.0,1122.7344634351084,169285.90239674566,Yes
Virtous,2022-09-30,Government Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,158.5,158.5,2022-09-26,bond,4,0.0,0.0,5478.563306297711,868352.2840481872,Yes
Virtous,2022-09-30,Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,126.21,126.21,2022-09-26,bond,4,0.0,0.0,1794.3805584293186,226468.77027936428,Yes
Virtous,2022-09-30,Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024,124.2,124.2,2022-09-26,bond,4,0.0,0.0,12953.516095983965,1608826.6991212084,Yes
Virtous,2022-09-30,Government Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030,119.41,119.41,2022-09-26,bond,4,0.0,0.0,16875.219972433355,2015070.0169082668,Yes
Virtous,2022-09-30,CASH,USDCURR,CASH,,,,,,,,,3557042.6854339493,No
Virtous,2022-09-30,Equities,VFC,VF Corporation,28.57,28.57,2022-09-30,equity,0,0.0,0.0,5403.657329613467,154382.48990705673,Yes
Virtous,2022-09-30,Equities,VRSN,Verisign,173.7,173.7,2022-09-30,equity,0,0.0,0.0,9347.595319792035,1623677.3070478765,Yes
Virtous,2022-09-30,Equities,VRTX,Vertex Pharmaceuticals,289.54,289.54,2022-09-30,equity,0,0.0,0.0,6978.871749249968,2020662.526277836,Yes
Virtous,2022-09-30,Equities,VTRS,Viatris,8.14,8.14,2022-09-30,equity,0,0.0,0.0,4280.712258857707,34844.99778710173,Yes
Virtous,2022-09-30,Equities,VZ,Verizon,35.53,35.53,2022-09-30,equity,0,0.0,0.0,3407.939068381352,121084.07509958945,Yes
Virtous,2022-09-30,Equities,WHR,Whirlpool Corporation,128.1,128.1,2022-09-30,equity,0,0.0,0.0,6746.334941335733,864205.5059851073,Yes
Virtous,2022-09-30,Equities,WM,Waste Management,158.16,158.16,2022-09-30,equity,0,0.0,0.0,6951.670497492085,1099476.2058833481,Yes
Virtous,2022-09-30,Equities,WMB,Williams Companies,27.45,27.45,2022-09-30,equity,0,0.0,0.0,714.1891687652312,19604.492682605596,Yes
Wallington,2022-09-30,Equities,ABBV,X_AbbVie,128.98,128.98,2022-09-30,equity,0,0.0,0.0,53263.51049200703,6869927.583259067,Yes
Wallington,2022-09-30,Equities,ADI,X_Analog Devices,137.42,137.42,2022-09-30,equity,0,0.0,0.0,152839.49654756373,21003203.615566205,Yes
Wallington,2022-09-30,Equities,ALLE,X_Allegion,88.63,88.63,2022-09-30,equity,0,0.0,0.0,94265.31426526293,8354734.803330253,Yes
Wallington,2022-09-30,Equities,ANET,X_Arista Networks,112.89,112.89,2022-09-30,equity,0,0.0,0.0,37316.32663768176,4212640.114127894,Yes
Wallington,2022-09-30,Government Bond,AT0000A04967,X_REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A,157.32,157.32,2022-09-26,bond,4,0.0,0.0,2664.4269890916576,419167.6539238996,Yes
Wallington,2022-09-30,Government Bond,AU000XCLWAF4,X_AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,155.43,155.43,2022-09-26,bond,4,0.0,0.0,1943.6073894582623,302094.89654349774,Yes
Wallington,2022-09-30,Equities,AVGO,X_Broadcom Inc.,434.87,434.87,2022-09-30,equity,0,0.0,0.0,4080.0124855627364,1774275.0295966673,Yes
Wallington,2022-09-30,Government Bond,CA135087VS05,X_CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,206.27,206.27,2022-09-26,bond,4,0.0,0.0,1534.1488078439475,316448.87459397106,Yes
Wallington,2022-09-30,Government Bond,CA135087XQ21,X_CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,209.88,209.88,2022-09-26,bond,4,0.0,0.0,2090.9209501402897,438842.489015444,Yes
Wallington,2022-09-30,Equities,CAH,X_Cardinal Health,65.47,65.47,2022-09-30,equity,0,0.0,0.0,37243.115487997726,2438306.770999211,Yes
Wallington,2022-09-30,Equities,CDAY,X_Ceridian,55.88,55.88,2022-09-30,equity,0,0.0,0.0,12433.203449934881,694767.4087823612,Yes
Wallington,2022-09-30,Equities,CFG,X_Citizens Financial Group,32.75,32.75,2022-09-30,equity,0,0.0,0.0,75921.56162025893,2486431.14306348,Yes
Wallington,2022-09-30,Equities,CMG,X_Chipotle Mexican Grill,1502.76,1502.76,2022-09-30,equity,0,0.0,0.0,82915.88347936107,124602673.05744465,Yes
Wallington,2022-09-30,Equities,CMS,X_CMS Energy,56.39,56.39,2022-09-30,equity,0,0.0,0.0,93509.67614103996,5273010.637593243,Yes
Wallington,2022-09-30,Equities,COST,X_Costco,468.73,468.73,2022-09-30,equity,0,0.0,0.0,85622.99343279401,40134065.71175354,Yes
Wallington,2022-09-30,Equities,CSX,X_CSX,26.37,26.37,2022-09-30,equity,0,0.0,0.0,55878.83564255914,1473524.8958942846,Yes
Wallington,2022-09-30,Government Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,121.32,121.32,2022-09-26,bond,4,0.0,0.0,7110.157445934054,862604.3013407193,Yes
Wallington,2022-09-30,Equities,DHI,X_D.R. Horton,66.7,66.7,2022-09-30,equity,0,0.0,0.0,149696.9376136281,9984785.738828994,Yes
Wallington,2022-09-30,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A,104.48,104.48,2022-09-26,bond,4,0.0,0.0,89429.80145830436,9343625.65636364,Yes
Wallington,2022-09-30,Government Bond,ES0000012411,X_BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,153.41,153.41,2022-09-26,bond,4,0.0,0.0,13777.33421462403,2113580.8418654725,Yes
Wallington,2022-09-30,Government Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,108.02,108.02,2022-09-26,bond,4,0.0,0.0,25639.018116999094,2769526.736998242,Yes
Wallington,2022-09-30,Equities,EXPE,X_Expedia Group,93.69,93.69,2022-09-30,equity,0,0.0,0.0,69612.2980032319,6521976.199922797,Yes
Wallington,2022-09-30,Equities,FOX,X_Fox Corporation (Class B),28.28,28.28,2022-09-30,equity,0,0.0,0.0,147119.22411079952,4160531.6578534106,Yes
Wallington,2022-09-30,Government Bond,FR0013415627,X_FRANCE (GOVT OF) 0% 03/25/2025REGS,101.47,101.47,2022-09-26,bond,4,0.0,0.0,41469.66137478386,4207926.539699318,Yes
Wallington,2022-09-30,Government Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,122.42,122.42,2022-09-26,bond,4,0.0,0.0,2474.4607227631795,302923.4816806684,Yes
Wallington,2022-09-30,Government Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,384.66,384.66,2022-09-26,bond,4,0.0,0.0,1446.2919484786723,556330.6609018061,Yes
Wallington,2022-09-30,Government Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,450.74,450.74,2022-09-26,bond,4,0.0,0.0,3920.144469637049,1766965.9182442036,Yes
Wallington,2022-09-30,Government Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,152.28,152.28,2022-09-26,bond,4,0.0,0.0,13394.81700276692,2039762.7331813467,Yes
Wallington,2022-09-30,Government Bond,GB00BD9MZZ71,X_UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,325.45,325.45,2022-09-26,bond,4,0.0,0.0,3522.8605271236197,1146514.958552382,Yes
Wallington,2022-09-30,Government Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,142.89,142.89,2022-09-26,bond,4,0.0,0.0,2570.208363241412,367257.0730235653,Yes
Wallington,2022-09-30,Equities,GPC,X_Genuine Parts Company,146.82,146.82,2022-09-30,equity,0,0.0,0.0,151395.6529789184,22227909.7703648,Yes
Wallington,2022-09-30,Equities,GRMN,X_Garmin,78.55,78.55,2022-09-30,equity,0,0.0,0.0,24681.650644042747,1938743.6580895577,Yes
Wallington,2022-09-30,Equities,HON,X_Honeywell,163.52,163.52,2022-09-30,equity,0,0.0,0.0,51416.36068158573,8407603.298652899,Yes
Wallington,2022-09-30,Equities,HST,X_Host Hotels & Resorts,15.5,15.5,2022-09-30,equity,0,0.0,0.0,4221.584997707199,65434.567464461594,Yes
Wallington,2022-09-30,Equities,HWM,X_Howmet Aerospace,30.81,30.81,2022-09-30,equity,0,0.0,0.0,80061.1129830136,2466682.891006649,Yes
Wallington,2022-09-30,Government Bond,IT0004243512,X_BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,134.92,134.92,2022-09-26,bond,4,0.0,0.0,6827.704164460773,921193.8458690475,Yes
Wallington,2022-09-30,Government Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,115.3,115.3,2022-09-26,bond,4,0.0,0.0,36900.52646382183,4254630.701278657,Yes
Wallington,2022-09-30,Government Bond,IT0005246134,X_BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,124.21,124.21,2022-09-26,bond,4,0.0,0.0,5811.6649784491,721866.9069731627,Yes
Wallington,2022-09-30,Equities,J,X_Jacobs Solutions,107.79,107.79,2022-09-30,equity,0,0.0,0.0,91588.4380917559,9872317.74191037,Yes
Wallington,2022-09-30,Government Bond,JP1300671L78,X_JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050,97.75,97.75,2022-09-26,bond,4,0.0,0.0,5138763.510214041,502314133.1234225,Yes
Wallington,2022-09-30,Equities,K,X_Kellogg's,67.88,67.88,2022-09-30,equity,0,0.0,0.0,140419.55262227208,9531679.231999828,Yes
Wallington,2022-09-30,Equities,KMI,X_Kinder Morgan,15.62,15.62,2022-09-30,equity,0,0.0,0.0,116505.30341614362,1819812.8393601633,Yes
Wallington,2022-09-30,Equities,KO,X_Coca-Cola Company (The),54.78,54.78,2022-09-30,equity,0,0.0,0.0,15680.806711394569,858994.5916501945,Yes
Wallington,2022-09-30,Equities,LHX,X_L3Harris,204.31,204.31,2022-09-30,equity,0,0.0,0.0,129090.29488748118,26374438.148461282,Yes
Wallington,2022-09-30,Equities,LNC,X_Lincoln Financial,41.24,41.24,2022-09-30,equity,0,0.0,0.0,149892.1673461189,6181552.981353943,Yes
Wallington,2022-09-30,Equities,LOW,X_Lowe's,184.04,184.04,2022-09-30,equity,0,0.0,0.0,114210.01262886851,21019210.72421696,Yes
Wallington,2022-09-30,Equities,MA,X_Mastercard,282.57,282.57,2022-09-30,equity,0,0.0,0.0,140498.6970222829,39700716.817586474,Yes
Wallington,2022-09-30,Equities,MAS,X_Masco,45.67,45.67,2022-09-30,equity,0,0.0,0.0,113281.63952991537,5173572.477331235,Yes
Wallington,2022-09-30,Equities,MCO,X_Moody's Corporation,240.73,240.73,2022-09-30,equity,0,0.0,0.0,84745.90425405646,20400881.53107901,Yes
Wallington,2022-09-30,Equities,MKC,X_McCormick & Company,69.93,69.93,2022-09-30,equity,0,0.0,0.0,42167.042543949305,2948741.2850983753,Yes
Wallington,2022-09-30,Equities,MNST,X_Monster Beverage,43.48,43.48,2022-09-30,equity,0,0.0,0.0,90686.32607468376,3943041.4577272497,Yes
Wallington,2022-09-30,Equities,MTB,X_M&T Bank,171.78,171.78,2022-09-30,equity,0,0.0,0.0,123974.5948622727,21296355.905441206,Yes
Wallington,2022-09-30,Government Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A,162.24,162.24,2022-09-26,bond,4,0.0,0.0,1213.1559069251507,196822.41433953645,Yes
Wallington,2022-09-30,Government Bond,NL0012818504,X_NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A,106.74,106.74,2022-09-26,bond,4,0.0,0.0,3962.31713835454,422937.73134796356,Yes
Wallington,2022-09-30,Equities,NVR,"X_NVR, Inc.",3987.08,3987.08,2022-09-30,equity,0,0.0,0.0,44226.3447486629,176333974.62049887,Yes
Wallington,2022-09-30,Equities,O,X_Realty Income,55.89,55.89,2022-09-30,equity,0,0.0,0.0,51052.00751804192,2853296.700183363,Yes
Wallington,2022-09-30,Equities,OMC,X_Omnicom Group,61.57,61.57,2022-09-30,equity,0,0.0,0.0,70682.03724040512,4351893.032891743,Yes
Wallington,2022-09-30,Equities,POOL,X_Pool Corporation,314.35,314.35,2022-09-30,equity,0,0.0,0.0,42905.138884597516,13487230.408373231,Yes
Wallington,2022-09-30,Equities,PPL,X_PPL Corporation,24.71,24.71,2022-09-30,equity,0,0.0,0.0,144878.51922653057,3579948.2100875704,Yes
Wallington,2022-09-30,Equities,QRVO,X_Qorvo,79.41,79.41,2022-09-30,equity,0,0.0,0.0,62146.618100779975,4935062.943382937,Yes
